tran_type,description,start_tran_date,start_tran_time,end_tran_date,end_tran_time,employee_id,control_number,line_number,control_number_2,outside_id,wh_id,location_id,hu_id,num_items,item_number,lot_number,uom,tran_qty,wh_id_2,location_id_2,verify_status,employee_id_2,routing_code,hu_id_2,return_disposition,elapsed_time,log_id,group_id,afi_package_rate,Wh_id_3,equipment_zone,Volume
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 1:42,4/26/2026,1/1/1900 1:42,50526,HDMU6733440,5,P2V2L65,,335,D021,39386519,0,T468-3,6.39881E+11,,1,,FOOT50526,,50526,,5687813,0,0,150677490,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:15,4/26/2026,1/1/1900 5:15,50526,SKHU9412759,2,P2V3B65,,335,D016,39405337,0,B602-93,6.4245E+11,,1,,FOOT50526,,50526,,5692322,0,1,150696089,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:19,4/26/2026,1/1/1900 5:19,50870,EISU946810,4,P2V1R86,,335,D018,39400868,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150697058,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:57,4/26/2026,1/1/1900 3:57,50870,UETU5795621,2,P2V3B52,,335,D029,39400849,0,B602-54S,6.4245E+11,,1,,FOOT50870,,50870,,5692302,0,1,150689114,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:21,4/26/2026,1/1/1900 5:21,50870,EISU946810,3,P2V1R86,,335,D018,39400872,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150697572,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:36,4/26/2026,1/1/1900 5:36,50957,NSSU7030794,5,P2V4J87,,335,D023,39400996,0,T679-9,6.83812E+11,,1,,FOOT50957,,50957,,5694166,0,1,150698859,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:05,4/26/2026,1/1/1900 5:05,50957,MCCU3045621,6,P2V1T87,,335,D014,39400857,0,D947-01,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150695026,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:26,4/26/2026,1/1/1900 4:26,50526,TCKU7984372,5,P2V3W69,,335,D033,39386412,0,B922-56,6.18269E+11,,1,,FOOT50526,,50526,,5692356,0,0,150691258,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 1:35,4/26/2026,1/1/1900 1:35,50526,HDMU6733440,2,P2V2L65,,335,D021,39386530,0,T468-00,6.39881E+11,,1,,FOOT50526,,50526,,5687813,0,0,150677043,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:18,4/26/2026,1/1/1900 3:18,50957,FFAU1123872,4,P2V3D72,,335,D031A,39401103,0,D612-00,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150687112,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:54,4/26/2026,1/1/1900 3:54,50870,UETU5795621,2,P2V3B52,,335,D029,39400836,0,B602-157,6.4245E+11,,1,,FOOT50870,,50870,,5692302,0,8,150688595,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:19,4/26/2026,1/1/1900 3:19,50957,FFAU1123872,3,P2V3D72,,335,D031A,39401101,0,D612-01,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150687209,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:01,4/26/2026,1/1/1900 3:01,50857,MEDU9501270,11,P2V3G79,,335,D045,,0,U1033046,5.03953E+11,,1,,FOOT50857,,50857,,5690948,0,0,150685225,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:03,4/26/2026,1/1/1900 0:04,50957,WHLU535184,2,P2V2R27,,335,D019,39405339,0,B794-182,6.6147E+11,,1,,FOOT50957,,50957,,5688673,0,13,150671251,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:07,4/26/2026,1/1/1900 2:07,50857,MEDU9522544,4,P2V3628,,335,D037,,0,7790146,5.03953E+11,,1,,FOOT50857,,50857,,5690241,0,0,150680204,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 1:45,4/26/2026,1/1/1900 1:45,50526,HDMU6733440,2,P2V2L65,,335,D021,39386517,0,T459-3,6.39881E+11,,1,,FOOT50526,,50526,,5687813,0,0,150677567,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:22,4/26/2026,1/1/1900 3:22,50957,FFAU1123872,4,P2V3D72,,335,D031A,39401096,0,D413-425,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150687717,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:18,4/26/2026,1/1/1900 5:18,50870,EISU946810,3,P2V1R86,,335,D018,39400866,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150696839,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:45,4/26/2026,1/1/1900 5:45,50857,ITLU1800000,12,P2V4X10,,335,D036,,0,9210477,5.03953E+11,,1,,FOOT50857,,50857,,5695070,0,0,150700623,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:05,4/26/2026,1/1/1900 5:05,50957,MCCU3045621,6,P2V1T87,,335,D014,39400857,0,D947-01,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150695024,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 0:00,4/26/2026,1/1/1900 0:00,50870,IMTU9073853,6,P2V0S97,,335,D017,39400817,0,B685-52,6.87071E+11,,1,,FOOT50870,,50870,,5690454,0,0,150670370,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:07,4/26/2026,1/1/1900 5:07,50957,MCCU3045621,7,P2V1T87,,335,D014,39400984,0,D947-01,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150695287,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:21,4/26/2026,1/1/1900 3:21,50957,FFAU1123872,4,P2V3D72,,335,D031A,39401099,0,D612-01,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150687489,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:07,4/26/2026,1/1/1900 2:07,50857,MEDU9522544,4,P2V3628,,335,D037,,0,7790146,5.03953E+11,,1,,FOOT50857,,50857,,5690241,0,0,150680200,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:07,4/26/2026,1/1/1900 2:07,50857,MEDU9522544,4,P2V3628,,335,D037,,0,4320646,5.03953E+11,,1,,FOOT50857,,50857,,5690241,0,0,150680172,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:04,4/26/2026,1/1/1900 4:04,50964,MEDU9549740,28,P2V2V42,,335,D047,,0,6100477,5.03953E+11,,1,,FOOT50964,,50964,,5688889,0,0,150689597,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:07,4/26/2026,1/1/1900 2:07,50857,MEDU9522544,4,P2V3628,,335,D037,,0,7790146,5.03953E+11,,1,,FOOT50857,,50857,,5690241,0,0,150680202,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:17,4/26/2026,1/1/1900 5:17,50870,EISU946810,3,P2V1R86,,335,D018,39400865,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150696714,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:54,4/26/2026,1/1/1900 3:54,50870,UETU5795621,2,P2V3B52,,335,D029,39400839,0,B602-54S,6.4245E+11,,1,,FOOT50870,,50870,,5692302,0,0,150688675,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:00,4/26/2026,1/1/1900 4:00,50870,UETU5795621,2,P2V3B52,,335,D029,39400854,0,B602-54S,6.4245E+11,,1,,FOOT50870,,50870,,5692302,0,0,150689344,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:20,4/26/2026,1/1/1900 5:20,50870,EISU946810,2,P2V1R86,,335,D018,39400870,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,18,150697307,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:37,4/26/2026,1/1/1900 4:37,50857,MEDU9505974,7,P2V3C74,,335,D049,,0,4450425,5.03953E+11,,1,,FOOT50857,,50857,,5690781,0,0,150692291,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:18,4/26/2026,1/1/1900 5:18,50870,EISU946810,3,P2V1R86,,335,D018,39400866,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150696842,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:19,4/26/2026,1/1/1900 3:19,50957,FFAU1123872,3,P2V3D72,,335,D031A,39401101,0,D612-01,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150687183,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:01,4/26/2026,1/1/1900 5:01,50964,ITLU2000000,6,P2V4T80,,335,D034,,0,5910615,5.03953E+11,,1,,FOOT50964,,50964,,5694897,0,0,150693711,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:22,4/26/2026,1/1/1900 2:22,50957,FBLU0071202,3,P2V3899,,335,D025,39401112,0,T637-3,6.39905E+11,,1,,FOOT50957,,50957,,5690539,0,0,150681202,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:09,4/26/2026,1/1/1900 2:09,50870,TRHU4730665,1,P2V3935,,335,D023,39400933,0,T736-20,6.39905E+11,,1,,FOOT50870,,50870,,5690550,0,0,150680577,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:19,4/26/2026,1/1/1900 5:19,50870,EISU946810,4,P2V1R86,,335,D018,39400868,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150697074,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:19,4/26/2026,1/1/1900 5:20,50526,SKHU9412759,5,P2V3B65,,335,D016,39405314,0,B602-157,6.4245E+11,,1,,FOOT50526,,50526,,5692322,0,1,150697262,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:01,4/26/2026,1/1/1900 5:01,50964,ITLU2000000,6,P2V4T80,,335,D034,,0,3940265,5.03953E+11,,1,,FOOT50964,,50964,,5694897,0,0,150693663,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:18,4/26/2026,1/1/1900 5:18,50526,SKHU9412759,1,P2V3B65,,335,D016,39405328,0,B602-157,6.4245E+11,,1,,FOOT50526,,50526,,5692322,0,2,150696792,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:27,4/26/2026,1/1/1900 2:27,50957,FBLU0071202,1,P2V3899,,335,D025,39401123,0,T637-20,6.39905E+11,,1,,FOOT50957,,50957,,5690539,0,0,150682056,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:14,4/26/2026,1/1/1900 5:14,50870,EISU946810,2,P2V1R86,,335,D018,39400858,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150695900,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:21,4/26/2026,1/1/1900 3:21,50957,FFAU1123872,4,P2V3D72,,335,D031A,39401098,0,D612-01,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150687600,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:55,4/26/2026,1/1/1900 3:55,50870,UETU5795621,2,P2V3B52,,335,D029,39400840,0,B602-54S,6.4245E+11,,1,,FOOT50870,,50870,,5692302,0,0,150688740,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:04,4/26/2026,1/1/1900 2:04,50964,CAIU4487964,9,P2V4R61,,335,D041,,0,3810494,5.03953E+11,,1,,FOOT50964,,50964,,5694613,0,0,150679805,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 1:46,4/26/2026,1/1/1900 1:46,50526,HDMU6733440,2,P2V2L65,,335,D021,39386516,0,T468-7,6.39881E+11,,1,,FOOT50526,,50526,,5687813,0,0,150677908,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:37,4/26/2026,1/1/1900 4:37,50857,MEDU9505974,7,P2V3C74,,335,D049,,0,4840425,5.03953E+11,,1,,FOOT50857,,50857,,5690781,0,0,150692280,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:08,4/26/2026,1/1/1900 5:08,50957,MCCU3045621,7,P2V1T87,,335,D014,39400988,0,D947-01A,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150695552,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:06,4/26/2026,1/1/1900 2:06,50870,TRHU4730665,1,P2V3935,,335,D023,39400947,0,T736-20,6.39905E+11,,1,,FOOT50870,,50870,,5690550,0,9,150680074,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:31,4/26/2026,1/1/1900 4:31,50526,TCKU7984372,7,P2V3W69,,335,D033,39386492,0,B922-56W1,6.18269E+11,,1,,FOOT50526,,50526,,5692356,0,0,150691688,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:36,4/26/2026,1/1/1900 4:36,50857,MEDU9505974,7,P2V3C74,,335,D049,,0,5430488,5.03953E+11,,1,,FOOT50857,,50857,,5690781,0,0,150692218,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:17,4/26/2026,1/1/1900 5:17,50870,EISU946810,3,P2V1R86,,335,D018,39400864,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150696609,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:19,4/26/2026,1/1/1900 5:19,50870,EISU946810,4,P2V1R86,,335,D018,39400868,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150697051,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:24,4/26/2026,1/1/1900 2:24,50957,FBLU0071202,2,P2V3899,,335,D025,39401118,0,T637-20,6.39905E+11,,1,,FOOT50957,,50957,,5690539,0,0,150681451,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:01,4/26/2026,1/1/1900 3:01,50857,MEDU9501270,11,P2V3G79,,335,D045,,0,U1033046,5.03953E+11,,1,,FOOT50857,,50857,,5690948,0,0,150685237,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:22,4/26/2026,1/1/1900 5:22,50870,EISU946810,2,P2V1R86,,335,D018,39400876,0,B787-58W1,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150697740,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 2:04,4/26/2026,1/1/1900 2:04,50964,CAIU4487964,9,P2V4R61,,335,D041,,0,3880629,5.03953E+11,,1,,FOOT50964,,50964,,5694613,0,0,150679788,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:17,4/26/2026,1/1/1900 5:17,50870,EISU946810,3,P2V1R86,,335,D018,39400864,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150696616,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 4:04,4/26/2026,1/1/1900 4:04,50964,MEDU9549740,28,P2V2V42,,335,D047,,0,6100477,5.03953E+11,,1,,FOOT50964,,50964,,5688889,0,0,150689598,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 1:47,4/26/2026,1/1/1900 1:47,50526,HDMU6733440,5,P2V2L65,,335,D021,39386513,0,T468-3,6.39881E+11,,1,,FOOT50526,,50526,,5687813,0,0,150678079,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:06,4/26/2026,1/1/1900 5:06,50957,MCCU3045621,7,P2V1T87,,335,D014,39400978,0,D947-01,5.26404E+11,,1,,FOOT50957,,50957,,5684633,0,0,150695145,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:19,4/26/2026,1/1/1900 5:19,50870,EISU946810,3,P2V1R86,,335,D018,39400869,0,D433-01,5.42015E+11,,1,,FOOT50870,,50870,,5692463,0,0,150697196,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 3:51,4/26/2026,1/1/1900 3:51,50957,FFAU1123872,4,P2V3D72,,335,D031A,39401092,0,D5831-225,6.31051E+11,,1,,FOOT50957,,50957,,5690847,0,0,150688311,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 1:38,4/26/2026,1/1/1900 1:38,50526,HDMU6733440,4,P2V2L65,,335,D021,39386524,0,T459-20,6.39881E+11,,1,,FOOT50526,,50526,,5687813,0,0,150677254,0,,335,A3ALL,1
151,Vendor Receipt (rcpt),4/26/2026,1/1/1900 5:19,4/26/2026,1/1/1900 5:19,50526,SKHU9412759,1,P2V3B65,,335,D016,39405315,0,B602-157,6.4245E+11,,1,,FOOT50526,,50526,,5692322,0,1,150697024,0,,335,A3ALL,1
